GA_Date,Pageviews,sessionCount
3/3/14,"7,090","2,451"
3/4/14,"7,686","2,624"
3/5/14,"7,974","2,705"
3/6/14,"6,784","2,373"
3/7/14,"5,016","1,717"
3/8/14,"2,961","1,075"
3/9/14,"4,235","1,524"
3/10/14,"6,896","2,462"
3/11/14,"7,885","2,689"
3/12/14,"7,959","2,688"
3/13/14,"7,033","2,416"
3/14/14,"5,399","1,785"
3/15/14,"3,157","1,131"
3/16/14,"4,845","1,715"
3/17/14,"7,864","2,663"
3/18/14,"7,746","2,649"
3/19/14,"7,766","2,659"
3/20/14,"7,169","2,452"
3/21/14,"5,756","1,867"
3/22/14,"3,136","1,057"
3/23/14,"4,827","1,703"
3/24/14,"8,367","2,784"
3/25/14,"9,303","2,980"
3/26/14,"8,309","2,822"
3/27/14,"8,009","2,628"
3/28/14,"5,937","1,859"
3/29/14,"3,549","1,255"
3/30/14,"4,780","1,678"
3/31/14,"8,416","2,699"
4/1/14,"8,245","2,702"
4/2/14,"8,187","2,688"
4/3/14,"7,618","2,632"
4/4/14,"6,240","2,034"
4/5/14,"3,215","1,139"
4/6/14,"4,659","1,753"
4/7/14,"7,881","2,744"
4/8/14,"8,030","2,758"
4/9/14,"8,804","3,064"
4/10/14,"7,402","2,598"
4/11/14,"5,929","1,989"
4/12/14,"3,334","1,183"
4/13/14,"4,404","1,635"
4/14/14,"7,878","2,691"
4/15/14,"8,195","2,707"
4/16/14,"5,804","2,006"
4/17/14,"5,500","1,773"
4/18/14,"4,528","1,473"
4/19/14,"2,814","1,037"
4/20/14,"3,955","1,431"
4/21/14,"7,828","2,609"
4/22/14,"8,311","2,843"
4/23/14,"9,252","3,014"
4/24/14,"7,893","2,722"
4/25/14,"6,095","2,029"
4/26/14,"3,349","1,269"
4/27/14,"4,973","1,845"
4/28/14,"8,270","2,874"
4/29/14,"8,529","2,938"
4/30/14,"7,339","2,505"
5/1/14,"6,715","2,360"
5/2/14,"5,303","1,784"
5/3/14,"3,168","1,152"
5/4/14,"4,593","1,697"
5/5/14,"7,677","2,690"
5/6/14,"8,691","2,935"
5/7/14,"8,243","2,907"
5/8/14,"7,366","2,587"
5/9/14,"5,593","1,924"
5/10/14,"3,460","1,216"
5/11/14,"4,179","1,569"
5/12/14,"8,335","2,735"
5/13/14,"8,014","2,821"
5/14/14,"7,770","2,711"
5/15/14,"7,636","2,567"
5/16/14,"5,891","1,888"
5/17/14,"3,424","1,228"
5/18/14,"4,431","1,631"
5/19/14,"7,602","2,719"
5/20/14,"8,329","2,914"
5/21/14,"23,778","9,200"
5/22/14,"7,943","2,692"
5/23/14,"5,147","1,721"
5/24/14,"2,731","1,053"
5/25/14,"4,007","1,511"
5/26/14,"7,813","2,547"
5/27/14,"9,288","3,028"
5/28/14,"8,319","2,749"
5/29/14,"7,854","2,627"
5/30/14,"5,263","1,805"
5/31/14,"3,285","1,148"
6/1/14,"4,494","1,585"
6/2/14,"7,878","2,690"
6/3/14,"7,853","2,760"
6/4/14,"8,083","2,796"
6/5/14,"6,996","2,501"
6/6/14,"5,077","1,814"
6/7/14,"2,773","1,062"
6/8/14,"4,285","1,639"
6/9/14,"7,569","2,624"
6/10/14,"8,310","2,841"
6/11/14,"7,807","2,817"
6/12/14,"6,956","2,464"
6/13/14,"5,104","1,718"
6/14/14,"2,821","1,012"
6/15/14,"3,646","1,404"
6/16/14,"7,122","2,473"
6/17/14,"7,829","2,647"
6/18/14,"7,816","2,637"
6/19/14,"6,875","2,359"
6/20/14,"4,777","1,618"
6/21/14,"2,826","1,048"
6/22/14,"4,215","1,580"
6/23/14,"7,334","2,475"
6/24/14,"7,968","2,688"
6/25/14,"7,654","2,526"
6/26/14,"6,438","2,234"
6/27/14,"5,005","1,702"
6/28/14,"2,847","1,025"
6/29/14,"4,050","1,429"
6/30/14,"6,826","2,294"
7/1/14,"6,569","2,254"
7/2/14,"6,303","2,189"
7/3/14,"5,390","1,935"
7/4/14,"3,028","1,102"
7/5/14,"3,067","1,016"
7/6/14,"4,158","1,486"
7/7/14,"7,157","2,430"
7/8/14,"6,969","2,357"
7/9/14,"7,172","2,424"
7/10/14,"6,282","2,186"
7/11/14,"4,737","1,623"
7/12/14,"2,786",955
7/13/14,"3,997","1,469"
7/14/14,"6,926","2,311"
7/15/14,"7,347","2,419"
7/16/14,"6,539","2,204"
7/17/14,"6,248","2,083"
7/18/14,"4,782","1,543"
7/19/14,"2,550",938
7/20/14,"3,806","1,349"
7/21/14,"7,222","2,450"
7/22/14,"7,818","2,607"
7/23/14,"7,501","2,464"
7/24/14,"6,533","2,219"
7/25/14,"4,844","1,548"
7/26/14,"3,253","1,015"
7/27/14,"3,950","1,322"
7/28/14,"6,823","2,172"
7/29/14,"7,010","2,289"
7/30/14,"6,725","2,252"
7/31/14,"5,803","1,945"
8/1/14,"4,553","1,440"
8/2/14,"2,491",832
8/3/14,"3,558","1,228"
8/4/14,"6,441","2,117"
8/5/14,"6,939","2,244"
8/6/14,"6,704","2,225"
8/7/14,"6,581","2,094"
8/8/14,"4,444","1,426"
8/9/14,"2,620",885
8/10/14,"3,425","1,268"
8/11/14,"6,886","2,166"
8/12/14,"6,543","2,119"
8/13/14,"7,593","2,302"
8/14/14,"6,274","1,964"
8/15/14,"4,429","1,378"
8/16/14,"2,461",910
8/17/14,"3,524","1,261"
8/18/14,"6,231","2,106"
8/19/14,"6,795","2,185"
8/20/14,"5,934","1,974"
8/21/14,"6,462","2,048"
8/22/14,"4,675","1,487"
8/23/14,"2,626",915
8/24/14,"3,254","1,170"
8/25/14,"6,572","2,075"
8/26/14,"6,059","2,050"
8/27/14,"6,286","1,964"
8/28/14,"5,066","1,660"
8/29/14,"2,983","1,126"
8/30/14,932,660
8/31/14,"1,304",874
9/1/14,"1,770","1,249"
9/2/14,"2,800","1,713"
9/3/14,"2,995","1,807"
9/4/14,"2,739","1,632"
9/5/14,"1,936","1,251"
9/6/14,"1,167",750
9/7/14,"1,666","1,131"
9/8/14,"2,785","1,758"
9/9/14,"2,977","1,900"
9/10/14,"2,910","1,792"
9/11/14,"2,646","1,666"
9/12/14,"2,101","1,266"
9/13/14,"1,118",732
9/14/14,"1,658","1,129"
9/15/14,"3,410","1,836"
9/16/14,"3,287","1,923"
9/17/14,"3,178","1,910"
9/18/14,"3,033","1,814"
9/19/14,"2,325","1,375"
9/20/14,"1,147",740
9/21/14,"1,655","1,150"
9/22/14,"2,840","1,798"
9/23/14,"3,353","2,055"
9/24/14,"2,921","1,823"
9/25/14,"2,671","1,700"
9/26/14,"2,026","1,284"
9/27/14,"1,185",784
9/28/14,"1,611","1,140"
9/29/14,"3,184","1,999"
9/30/14,"2,861","1,884"
10/1/14,"2,609","1,735"
10/2/14,"2,478","1,503"
10/3/14,"1,868","1,114"
10/4/14,948,630
10/5/14,"1,298",905
10/6/14,"2,920","1,786"
10/7/14,"2,987","1,842"
10/8/14,"3,295","1,903"
10/9/14,"2,823","1,706"
10/10/14,"2,097","1,257"
10/11/14,"1,011",700
10/12/14,"1,490","1,039"
10/13/14,"2,720","1,686"
10/14/14,"2,712","1,760"
10/15/14,"2,917","1,770"
10/16/14,"2,681","1,669"
10/17/14,"2,139","1,220"
10/18/14,975,669
10/19/14,"1,557","1,012"
10/20/14,"2,679","1,666"
10/21/14,"2,979","1,710"
10/22/14,"2,736","1,694"
10/23/14,"2,630","1,549"
10/24/14,"1,769","1,035"
10/25/14,"1,020",675
10/26/14,"1,443","1,022"
10/27/14,"2,719","1,686"
10/28/14,"3,008","1,844"
10/29/14,"3,145","1,922"
10/30/14,"2,832","1,713"
10/31/14,"1,682","1,056"
11/1/14,"1,093",691
11/2/14,"1,634","1,144"
11/3/14,"3,084","1,864"
11/4/14,"3,116","1,969"
11/5/14,"3,138","1,948"
11/6/14,"2,814","1,750"
11/7/14,"2,382","1,374"
11/8/14,"6,857","5,678"
11/9/14,"1,942","1,318"
11/10/14,"4,143","2,360"
11/11/14,"7,506","3,778"
11/12/14,"5,013","2,741"
11/13/14,"3,729","2,151"
11/14/14,"3,043","1,667"
11/15/14,"1,396",889
11/16/14,"1,985","1,246"
11/17/14,"3,278","1,920"
11/18/14,"3,126","1,909"
11/19/14,"3,168","2,000"
11/20/14,"3,000","1,784"
11/21/14,"2,192","1,300"
11/22/14,"1,134",736
11/23/14,"1,674","1,142"
11/24/14,"2,772","1,796"
11/25/14,"2,355","1,578"
11/26/14,"2,002","1,324"
11/27/14,"1,131",876
11/28/14,"1,153",805
11/29/14,"1,071",705
11/30/14,"1,585","1,121"
12/1/14,"2,712","1,811"
12/2/14,"4,467","2,674"
12/3/14,"4,602","2,706"
12/4/14,"4,379","2,569"
12/5/14,"3,378","1,995"
12/6/14,"2,618","1,549"
12/7/14,"2,901","1,805"
12/8/14,"4,348","2,595"
12/9/14,"4,385","2,613"
12/10/14,"4,198","2,561"
12/11/14,"3,855","2,380"
12/12/14,"3,106","1,843"
12/13/14,"2,008","1,262"
12/14/14,"2,490","1,539"
12/15/14,"3,359","1,993"
12/16/14,"2,808","1,702"
12/17/14,"3,089","1,821"
12/18/14,"2,969","1,645"
12/19/14,"2,171","1,182"
12/20/14,"1,333",779
12/21/14,"1,234",785
12/22/14,"1,789","1,085"
12/23/14,"1,461",866
12/24/14,863,544
12/25/14,654,426
12/26/14,977,578
12/27/14,972,583
12/28/14,"1,020",656
12/29/14,"1,851","1,054"
12/30/14,"1,661",978
12/31/14,"1,009",558
1/1/15,877,540
1/2/15,"1,474",842
1/3/15,"1,054",674
1/4/15,"1,442",933
1/5/15,"2,688","1,585"
1/6/15,"2,994","1,828"
1/7/15,"3,000","1,794"
1/8/15,"2,941","1,805"
1/9/15,"2,567","1,443"
1/10/15,"1,563",957
1/11/15,"1,772","1,206"
1/12/15,"3,271","2,034"
1/13/15,"3,077","1,937"
1/14/15,"3,081","1,915"
1/15/15,"2,869","1,805"
1/16/15,"2,299","1,343"
1/17/15,"1,293",890
1/18/15,"1,695","1,263"
1/19/15,"2,644","1,794"
1/20/15,"3,536","2,182"
1/21/15,"3,545","2,247"
1/22/15,"3,340","2,083"
1/23/15,"2,763","1,601"
1/24/15,"2,271","1,257"
1/25/15,"2,257","1,437"
1/26/15,"3,214","2,134"
1/27/15,"3,414","2,204"
1/28/15,"3,445","2,172"
1/29/15,"3,020","1,919"
1/30/15,"2,419","1,510"
1/31/15,"1,412",950
2/1/15,"1,580","1,128"
2/2/15,"2,939","1,891"
2/3/15,"3,335","2,101"
2/4/15,"3,023","1,955"
2/5/15,"2,855","1,839"
2/6/15,"2,297","1,533"
2/7/15,"1,309",886
2/8/15,"1,762","1,294"
2/9/15,"2,976","1,978"
2/10/15,"3,215","2,119"
2/11/15,"2,902","1,918"
2/12/15,"2,999","1,810"
2/13/15,"1,880","1,216"
2/14/15,"1,055",758
2/15/15,"1,535","1,100"
2/16/15,"1,281",951
2/17/15,20,19
2/18/15,7,7
2/19/15,12,10
2/20/15,6,5
2/21/15,3,3
2/22/15,0,0
2/23/15,2,2
2/24/15,7,4
2/25/15,3,3
2/26/15,7,6
2/27/15,5,5
2/28/15,0,0
3/1/15,0,0
3/2/15,1,1
3/3/15,1,1
3/4/15,1,1
3/5/15,1,1
3/6/15,3,3
3/7/15,0,0
3/8/15,4,2
3/9/15,3,2
3/10/15,2,1
3/11/15,33,2
3/12/15,"1,585",978
3/13/15,"1,654","1,065"
3/14/15,977,651
3/15/15,"1,254",888
3/16/15,"2,200","1,491"
3/17/15,"1,821","1,195"
3/18/15,"2,295","1,444"
3/19/15,"2,164","1,364"
3/20/15,"1,611",988
3/21/15,860,590
3/22/15,"1,203",859
3/23/15,"2,274","1,472"
3/24/15,"2,332","1,443"
3/25/15,"2,176","1,371"
3/26/15,"2,100","1,332"
3/27/15,"1,480",883
3/28/15,853,566
3/29/15,"1,150",830
3/30/15,"2,081","1,305"
3/31/15,"2,012","1,079"
4/1/15,"1,836","1,131"
4/2/15,"1,631",943
4/3/15,"1,267",698
4/4/15,692,464
4/5/15,813,562
4/6/15,"1,824","1,144"
4/7/15,"2,048","1,244"
4/8/15,"1,878","1,163"
4/9/15,"1,760","1,102"
4/10/15,"1,413",806
4/11/15,736,459
4/12/15,954,665
4/13/15,"1,986","1,181"
4/14/15,"2,165","1,263"
4/15/15,"1,970","1,175"
4/16/15,"1,830","1,119"
4/17/15,"1,546",897
4/18/15,762,504
4/19/15,973,676
4/20/15,"1,966","1,175"
4/21/15,"2,341","1,419"
4/22/15,"2,110","1,307"
4/23/15,"1,892","1,186"
4/24/15,"1,468",872
4/25/15,791,518
4/26/15,885,621
4/27/15,"1,928","1,231"
4/28/15,"1,881","1,187"
4/29/15,"1,851","1,174"
4/30/15,"1,739","1,027"
5/1/15,"1,303",772
5/2/15,654,455
5/3/15,895,619
5/4/15,"1,744","1,136"
5/5/15,"2,053","1,222"
5/6/15,"2,075","1,266"
5/7/15,"1,934","1,181"
5/8/15,"1,495",863
5/9/15,729,485
5/10/15,821,569
5/11/15,"1,902","1,206"
5/12/15,"2,124","1,287"
5/13/15,"2,216","1,365"
5/14/15,"1,906","1,159"
5/15/15,"1,654",997
5/16/15,999,615
5/17/15,"1,033",685
5/18/15,"2,153","1,251"
5/19/15,"2,020","1,282"
5/20/15,"2,141","1,290"
5/21/15,"1,978","1,209"
5/22/15,"1,335",816
5/23/15,725,503
5/24/15,995,658
5/25/15,"3,443","2,558"
5/26/15,"2,485","1,509"
5/27/15,"2,192","1,349"
5/28/15,"2,047","1,186"
5/29/15,"1,499",878
5/30/15,703,485
5/31/15,946,668
6/1/15,"2,085","1,244"
6/2/15,"2,095","1,236"
6/3/15,"1,933","1,132"
6/4/15,"2,030","1,169"
6/5/15,"1,342",783
6/6/15,710,462
6/7/15,944,629
6/8/15,"1,979","1,172"
6/9/15,"1,966","1,206"
6/10/15,"2,092","1,249"
6/11/15,"1,867","1,177"
6/12/15,"1,390",897
6/13/15,836,554
6/14/15,"1,098",729
6/15/15,"2,061","1,310"
6/16/15,"1,957","1,208"
6/17/15,"1,908","1,188"
6/18/15,"1,898","1,198"
6/19/15,"1,544",943
6/20/15,729,510
6/21/15,645,481
6/22/15,"1,258",908
6/23/15,"1,394",949
6/24/15,"1,456",944
6/25/15,"2,068","1,260"
6/26/15,"1,387",878
6/27/15,806,533
6/28/15,"1,113",741
6/29/15,"2,017","1,259"
6/30/15,"1,943","1,263"
7/1/15,"1,887","1,250"
7/2/15,"1,560","1,062"
7/3/15,847,593
7/4/15,614,421
7/5/15,790,588
7/6/15,"2,033","1,186"
7/7/15,"2,301","1,341"
7/8/15,"1,991","1,300"
7/9/15,"1,959","1,199"
7/10/15,"1,373",871
7/11/15,710,484
7/12/15,"1,072",703
7/13/15,"2,068","1,278"
7/14/15,"2,213","1,350"
7/15/15,"2,198","1,330"
7/16/15,"1,983","1,140"
7/17/15,"1,288",805
7/18/15,688,453
7/19/15,875,597
7/20/15,"2,171","1,267"
7/21/15,"2,437","1,480"
7/22/15,"2,424","1,485"
7/23/15,"2,118","1,300"
7/24/15,"1,595",992
7/25/15,974,614
7/26/15,"1,203",816
7/27/15,"2,244","1,366"
7/28/15,"2,188","1,358"
7/29/15,"2,165","1,293"
7/30/15,"1,960","1,163"
7/31/15,"1,403",901
8/1/15,744,479
8/2/15,995,689
8/3/15,"1,922","1,158"
8/4/15,"2,302","1,441"
8/5/15,"1,861","1,180"
8/6/15,"2,006","1,192"
8/7/15,"1,352",830
8/8/15,687,469
8/9/15,977,627
8/10/15,"1,945","1,215"
8/11/15,"2,078","1,262"
8/12/15,"2,021","1,204"
8/13/15,"1,730","1,147"
8/14/15,"1,137",742
8/15/15,764,534
8/16/15,997,667
8/17/15,"2,130","1,212"
8/18/15,"2,029","1,294"
8/19/15,"2,029","1,220"
8/20/15,"2,011","1,182"
8/21/15,"1,416",882
8/22/15,763,508
8/23/15,"1,025",697
8/24/15,"1,935","1,212"
8/25/15,"2,166","1,309"
8/26/15,"1,881","1,187"
8/27/15,"1,863","1,163"
8/28/15,"1,517",869
8/29/15,611,404
8/30/15,"1,006",667
8/31/15,"1,833","1,133"
9/1/15,"1,964","1,216"
9/2/15,"2,004","1,240"
9/3/15,"1,844","1,124"
9/4/15,"1,359",769
9/5/15,680,445
9/6/15,837,616
9/7/15,"1,120",797
9/8/15,"1,963","1,265"
9/9/15,"1,891","1,206"
9/10/15,"1,836","1,130"
9/11/15,"1,483",903
9/12/15,788,493
9/13/15,982,721
9/14/15,"1,874","1,188"
9/15/15,"1,996","1,277"
9/16/15,"2,136","1,326"
9/17/15,"2,141","1,218"
9/18/15,"1,565",951
9/19/15,711,535
9/20/15,"1,188",780
9/21/15,"2,055","1,279"
9/22/15,"2,154","1,332"
9/23/15,"2,237","1,380"
9/24/15,"2,193","1,296"
9/25/15,"1,514",930
9/26/15,725,475
9/27/15,"1,018",724
9/28/15,"2,134","1,303"
9/29/15,"2,333","1,423"
9/30/15,"2,159","1,325"
10/1/15,"1,886","1,177"
10/2/15,"1,348",853
10/3/15,803,572
10/4/15,"1,189",843
10/5/15,"2,059","1,339"
10/6/15,"2,366","1,487"
10/7/15,"2,243","1,390"
10/8/15,"2,053","1,319"
10/9/15,"1,574",974
10/10/15,702,515
10/11/15,"1,141",804
10/12/15,"1,646","1,126"
10/13/15,"2,098","1,326"
10/14/15,"2,135","1,329"
10/15/15,"1,901","1,245"
10/16/15,"1,600",995
10/17/15,803,542
10/18/15,958,689
10/19/15,"2,276","1,328"
10/20/15,"2,049","1,325"
10/21/15,"2,214","1,364"
10/22/15,"2,299","1,379"
10/23/15,"1,572",959
10/24/15,771,520
10/25/15,963,653
10/26/15,"2,155","1,307"
10/27/15,"2,253","1,325"
10/28/15,"2,020","1,238"
10/29/15,"2,141","1,188"
10/30/15,"1,605",861
10/31/15,631,427
11/1/15,"1,210",774
11/2/15,"2,182","1,269"
11/3/15,"2,318","1,410"
11/4/15,"2,362","1,383"
11/5/15,"2,340","1,355"
11/6/15,"1,704",990
11/7/15,891,567
11/8/15,"3,446","1,687"
11/9/15,"3,551","1,776"
11/10/15,"2,753","1,533"
11/11/15,"3,504","1,903"
11/12/15,"2,755","1,546"
11/13/15,"1,839","1,012"
11/14/15,767,492
11/15/15,186,129
11/16/15,"2,457","1,395"
11/17/15,"2,222","1,316"
11/18/15,"2,231","1,262"
11/19/15,"2,068","1,171"
11/20/15,"1,506",837
11/21/15,739,465
11/22/15,"1,047",677
11/23/15,"1,974","1,137"
11/24/15,"1,540",946
11/25/15,"1,461",949
11/26/15,754,537
11/27/15,716,487
11/28/15,683,415
11/29/15,"1,015",636
11/30/15,"2,351","1,279"
12/1/15,"2,063","1,195"
12/2/15,"1,884","1,140"
12/3/15,"1,636",990
12/4/15,"1,446",804
12/5/15,687,425
12/6/15,899,590
12/7/15,"2,096","1,167"
12/8/15,"2,161","1,153"
12/9/15,"2,030","1,175"
12/10/15,"1,968","1,087"
12/11/15,"1,365",757
12/12/15,725,460
12/13/15,859,583
12/14/15,"1,906","1,041"
12/15/15,"1,662",959
12/16/15,"1,776",978
12/17/15,"1,420",842
12/18/15,"2,134","1,489"
12/19/15,"2,719","2,279"
12/20/15,"2,879","2,396"
12/21/15,"3,420","2,658"
12/22/15,"3,334","2,525"
12/23/15,"2,772","2,237"
12/24/15,"2,572","2,181"
12/25/15,"2,644","2,296"
12/26/15,"2,871","2,463"
12/27/15,"3,455","2,869"
12/28/15,"3,894","2,961"
12/29/15,"3,839","2,911"
12/30/15,"3,634","2,836"
12/31/15,"3,366","2,772"
1/1/16,"3,636","3,145"
1/2/16,"3,639","3,072"
1/3/16,"3,857","3,261"
1/4/16,"5,047","3,925"
1/5/16,"5,335","3,990"
1/6/16,"5,460","4,140"
,,